CustomerID,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,rf_score,segment
13637,51,3,51.0,3,3,3,333.0,33,Need Attention
13638,15,1,15.0,4,1,2,412.0,41,New Customers
13639,73,1,73.0,2,1,4,214.0,21,Lapsed Customers
13642,215,1,215.0,1,1,5,115.0,11,Lapsed Customers
13643,30,3,30.0,4,3,2,432.0,43,Potential Loyalists
13644,15,4,15.0,4,4,2,442.0,44,Loyal Customers
13645,119,1,119.0,2,1,4,214.0,21,Lapsed Customers
13647,9,4,9.0,5,4,1,541.0,54,Top Customers
13649,256,2,256.0,1,2,5,125.0,12,Lapsed Customers
13650,16,6,16.0,4,5,2,452.0,45,Loyal Customers
13651,34,2,34.0,3,2,3,323.0,32,Less Frequent
13652,45,3,45.0,3,3,3,333.0,33,Need Attention
13654,42,6,42.0,3,5,3,353.0,35,Loyal Customers
13655,113,2,113.0,2,2,4,224.0,22,Lapsed Customers
13656,164,2,164.0,2,2,4,224.0,22,Lapsed Customers
13657,10,2,10.0,5,2,1,521.0,52,Potential Loyalists
13658,9,5,9.0,5,4,1,541.0,54,Top Customers
13659,205,2,205.0,1,2,5,125.0,12,Lapsed Customers
13662,85,3,85.0,2,3,4,234.0,23,At Risk
13663,178,1,178.0,2,1,4,214.0,21,Lapsed Customers
13666,59,3,59.0,3,3,3,333.0,33,Need Attention
13667,148,1,148.0,2,1,4,214.0,21,Lapsed Customers
13668,2,21,2.0,5,5,1,551.0,55,Top Customers
13669,50,2,50.0,3,2,3,323.0,32,Less Frequent
13670,74,1,74.0,2,1,4,214.0,21,Lapsed Customers
13672,300,2,300.0,1,2,5,125.0,12,Lapsed Customers
13673,18,2,18.0,4,2,2,422.0,42,Potential Loyalists
13675,150,2,150.0,2,2,4,224.0,22,Lapsed Customers
13678,151,1,151.0,2,1,4,214.0,21,Lapsed Customers
13680,0,4,0.0,5,4,1,541.0,54,Top Customers
13681,17,4,17.0,4,4,2,442.0,44,Loyal Customers
13682,186,1,186.0,1,1,5,115.0,11,Lapsed Customers
13684,285,1,285.0,1,1,5,115.0,11,Lapsed Customers
13685,2,7,2.0,5,5,1,551.0,55,Top Customers
13686,182,1,182.0,1,1,5,115.0,11,Lapsed Customers
13689,62,1,62.0,3,1,3,313.0,31,Less Frequent
13690,58,1,58.0,3,1,3,313.0,31,Less Frequent
13692,24,3,24.0,4,3,2,432.0,43,Potential Loyalists
13694,3,50,3.0,5,5,1,551.0,55,Top Customers
13695,30,15,30.0,4,5,2,452.0,45,Loyal Customers
13697,38,1,38.0,3,1,3,313.0,31,Less Frequent
13699,154,1,154.0,2,1,4,214.0,21,Lapsed Customers
13700,25,10,25.0,4,5,2,452.0,45,Loyal Customers
13703,317,1,317.0,1,1,5,115.0,11,Lapsed Customers
13704,4,9,4.0,5,5,1,551.0,55,Top Customers
13705,7,3,7.0,5,3,1,531.0,53,Potential Loyalists
13706,302,1,302.0,1,1,5,115.0,11,Lapsed Customers
13707,266,2,266.0,1,2,5,125.0,12,Lapsed Customers
13708,270,1,270.0,1,1,5,115.0,11,Lapsed Customers
13709,3,13,3.0,5,5,1,551.0,55,Top Customers
13710,31,1,31.0,4,1,2,412.0,41,New Customers
13711,218,2,218.0,1,2,5,125.0,12,Lapsed Customers
13712,246,1,246.0,1,1,5,115.0,11,Lapsed Customers
13715,280,5,280.0,1,4,5,145.0,14,At Risk
13716,268,1,268.0,1,1,5,115.0,11,Lapsed Customers
13717,31,6,31.0,4,5,2,452.0,45,Loyal Customers
13718,245,2,245.0,1,2,5,125.0,12,Lapsed Customers
13719,14,5,14.0,4,4,2,442.0,44,Loyal Customers
13720,116,4,116.0,2,4,4,244.0,24,At Risk
13721,35,1,35.0,3,1,3,313.0,31,Less Frequent
13722,131,3,131.0,2,3,4,234.0,23,At Risk
13723,216,1,216.0,1,1,5,115.0,11,Lapsed Customers
13725,49,8,49.0,3,5,3,353.0,35,Loyal Customers
13726,38,2,38.0,3,2,3,323.0,32,Less Frequent
13727,28,2,28.0,4,2,2,422.0,42,Potential Loyalists
13728,36,6,36.0,3,5,3,353.0,35,Loyal Customers
13730,135,2,135.0,2,2,4,224.0,22,Lapsed Customers
13731,218,2,218.0,1,2,5,125.0,12,Lapsed Customers
13732,27,1,27.0,4,1,2,412.0,41,New Customers
13735,24,4,24.0,4,4,2,442.0,44,Loyal Customers
13736,4,2,4.0,5,2,1,521.0,52,Potential Loyalists
13737,199,1,199.0,1,1,5,115.0,11,Lapsed Customers
13739,17,1,17.0,4,1,2,412.0,41,New Customers
13740,240,1,240.0,1,1,5,115.0,11,Lapsed Customers
13741,71,3,71.0,3,3,3,333.0,33,Need Attention
13742,16,12,16.0,4,5,2,452.0,45,Loyal Customers
13743,2,7,2.0,5,5,1,551.0,55,Top Customers
13744,94,2,94.0,2,2,4,224.0,22,Lapsed Customers
13745,161,1,161.0,2,1,4,214.0,21,Lapsed Customers
13747,373,1,373.0,1,1,5,115.0,11,Lapsed Customers
13748,95,5,95.0,2,4,4,244.0,24,At Risk
13750,53,5,53.0,3,4,3,343.0,34,Loyal Customers
13751,287,1,287.0,1,1,5,115.0,11,Lapsed Customers
13752,123,6,123.0,2,5,4,254.0,25,Churned Customers
13753,287,1,287.0,1,1,5,115.0,11,Lapsed Customers
13754,151,2,151.0,2,2,4,224.0,22,Lapsed Customers
13755,3,9,3.0,5,5,1,551.0,55,Top Customers
13756,1,14,1.0,5,5,1,551.0,55,Top Customers
13758,11,7,11.0,5,5,1,551.0,55,Top Customers
13759,32,2,32.0,4,2,2,422.0,42,Potential Loyalists
13760,53,2,53.0,3,2,3,323.0,32,Less Frequent
13761,49,2,49.0,3,2,3,323.0,32,Less Frequent
13762,218,1,218.0,1,1,5,115.0,11,Lapsed Customers
13763,62,1,62.0,3,1,3,313.0,31,Less Frequent
13764,70,3,70.0,3,3,3,333.0,33,Need Attention
13767,1,37,1.0,5,5,1,551.0,55,Top Customers
13769,1,10,1.0,5,5,1,551.0,55,Top Customers
13771,63,4,63.0,3,4,3,343.0,34,Loyal Customers
13772,33,3,33.0,3,3,3,333.0,33,Need Attention
13774,81,1,81.0,2,1,4,214.0,21,Lapsed Customers
13777,0,33,0.0,5,5,1,551.0,55,Top Customers
13778,102,1,102.0,2,1,4,214.0,21,Lapsed Customers
13780,6,2,6.0,5,2,1,521.0,52,Potential Loyalists
13781,250,1,250.0,1,1,5,115.0,11,Lapsed Customers
13782,12,6,12.0,5,5,1,551.0,55,Top Customers
13784,9,11,9.0,5,5,1,551.0,55,Top Customers
13786,366,1,366.0,1,1,5,115.0,11,Lapsed Customers
13787,75,2,75.0,2,2,4,224.0,22,Lapsed Customers
13790,3,1,3.0,5,1,1,511.0,51,New Customers
13791,127,2,127.0,2,2,4,224.0,22,Lapsed Customers
13792,65,2,65.0,3,2,3,323.0,32,Less Frequent
13798,0,57,0.0,5,5,1,551.0,55,Top Customers
13799,116,2,116.0,2,2,4,224.0,22,Lapsed Customers
13800,309,1,309.0,1,1,5,115.0,11,Lapsed Customers
13801,66,1,66.0,3,1,3,313.0,31,Less Frequent
13802,138,3,138.0,2,3,4,234.0,23,At Risk
13803,254,1,254.0,1,1,5,115.0,11,Lapsed Customers
13804,30,7,30.0,4,5,2,452.0,45,Loyal Customers
13805,51,2,51.0,3,2,3,323.0,32,Less Frequent
13806,63,1,63.0,3,1,3,313.0,31,Less Frequent
13807,366,1,366.0,1,1,5,115.0,11,Lapsed Customers
13808,5,5,5.0,5,4,1,541.0,54,Top Customers
13809,304,1,304.0,1,1,5,115.0,11,Lapsed Customers
13810,28,3,28.0,4,3,2,432.0,43,Potential Loyalists
13811,183,3,183.0,1,3,5,135.0,13,At Risk
13812,41,3,41.0,3,3,3,333.0,33,Need Attention
13813,39,4,39.0,3,4,3,343.0,34,Loyal Customers
13814,91,2,91.0,2,2,4,224.0,22,Lapsed Customers
13815,21,4,21.0,4,4,2,442.0,44,Loyal Customers
13816,23,2,23.0,4,2,2,422.0,42,Potential Loyalists
13817,28,2,28.0,4,2,2,422.0,42,Potential Loyalists
13819,301,3,301.0,1,3,5,135.0,13,At Risk
13821,144,2,144.0,2,2,4,224.0,22,Lapsed Customers
13822,5,2,5.0,5,2,1,521.0,52,Potential Loyalists
13823,18,2,18.0,4,2,2,422.0,42,Potential Loyalists
13824,32,5,32.0,4,4,2,442.0,44,Loyal Customers
13826,175,1,175.0,2,1,4,214.0,21,Lapsed Customers
13827,57,3,57.0,3,3,3,333.0,33,Need Attention
13828,21,1,21.0,4,1,2,412.0,41,New Customers
13831,15,6,15.0,4,5,2,452.0,45,Loyal Customers
13832,18,1,18.0,4,1,2,412.0,41,New Customers
13833,158,1,158.0,2,1,4,214.0,21,Lapsed Customers
13835,24,4,24.0,4,4,2,442.0,44,Loyal Customers
13837,211,2,211.0,1,2,5,125.0,12,Lapsed Customers
13838,5,4,5.0,5,4,1,541.0,54,Top Customers
13841,252,1,252.0,1,1,5,115.0,11,Lapsed Customers
13842,58,9,58.0,3,5,3,353.0,35,Loyal Customers
13844,10,1,10.0,5,1,1,511.0,51,New Customers
13845,64,1,64.0,3,1,3,313.0,31,Less Frequent
13846,24,3,24.0,4,3,2,432.0,43,Potential Loyalists
13848,91,3,91.0,2,3,4,234.0,23,At Risk
13849,51,2,51.0,3,2,3,323.0,32,Less Frequent
13850,128,1,128.0,2,1,4,214.0,21,Lapsed Customers
13851,95,3,95.0,2,3,4,234.0,23,At Risk
13853,56,1,56.0,3,1,3,313.0,31,Less Frequent
13854,8,25,8.0,5,5,1,551.0,55,Top Customers
13856,168,3,168.0,2,3,4,234.0,23,At Risk
13858,56,1,56.0,3,1,3,313.0,31,Less Frequent
13859,325,1,325.0,1,1,5,115.0,11,Lapsed Customers
13860,0,5,0.0,5,4,1,541.0,54,Top Customers
13862,17,8,17.0,4,5,2,452.0,45,Loyal Customers
13863,247,1,247.0,1,1,5,115.0,11,Lapsed Customers
13865,57,4,57.0,3,4,3,343.0,34,Loyal Customers
13866,73,1,73.0,2,1,4,214.0,21,Lapsed Customers
13867,30,3,30.0,4,3,2,432.0,43,Potential Loyalists
13868,6,2,6.0,5,2,1,521.0,52,Potential Loyalists
13869,122,4,122.0,2,4,4,244.0,24,At Risk
13870,1,8,1.0,5,5,1,551.0,55,Top Customers
13871,22,13,22.0,4,5,2,452.0,45,Loyal Customers
13873,119,3,119.0,2,3,4,234.0,23,At Risk
13874,357,1,357.0,1,1,5,115.0,11,Lapsed Customers
13875,53,5,53.0,3,4,3,343.0,34,Loyal Customers
13876,63,1,63.0,3,1,3,313.0,31,Less Frequent
13877,85,1,85.0,2,1,4,214.0,21,Lapsed Customers
13878,54,1,54.0,3,1,3,313.0,31,Less Frequent
13880,20,13,20.0,4,5,2,452.0,45,Loyal Customers
13881,3,20,3.0,5,5,1,551.0,55,Top Customers
13882,2,5,2.0,5,4,1,541.0,54,Top Customers
13883,10,5,10.0,5,4,1,541.0,54,Top Customers
13884,6,5,6.0,5,4,1,541.0,54,Top Customers
13885,188,2,188.0,1,2,5,125.0,12,Lapsed Customers
13886,70,1,70.0,3,1,3,313.0,31,Less Frequent
13887,203,1,203.0,1,1,5,115.0,11,Lapsed Customers
13888,119,2,119.0,2,2,4,224.0,22,Lapsed Customers
13889,92,1,92.0,2,1,4,214.0,21,Lapsed Customers
13890,0,10,0.0,5,5,1,551.0,55,Top Customers
13892,26,4,26.0,4,4,2,442.0,44,Loyal Customers
13893,297,1,297.0,1,1,5,115.0,11,Lapsed Customers
13894,23,3,23.0,4,3,2,432.0,43,Potential Loyalists
13895,27,4,27.0,4,4,2,442.0,44,Loyal Customers
13897,49,1,49.0,3,1,3,313.0,31,Less Frequent
13898,325,1,325.0,1,1,5,115.0,11,Lapsed Customers
13899,15,2,15.0,4,2,2,422.0,42,Potential Loyalists
13900,182,3,182.0,1,3,5,135.0,13,At Risk
13901,71,5,71.0,3,4,3,343.0,34,Loyal Customers
13904,36,2,36.0,3,2,3,323.0,32,Less Frequent
13908,79,4,79.0,2,4,4,244.0,24,At Risk
13911,56,9,56.0,3,5,3,353.0,35,Loyal Customers
13914,11,2,11.0,5,2,1,521.0,52,Potential Loyalists
13917,49,2,49.0,3,2,3,323.0,32,Less Frequent
13918,49,2,49.0,3,2,3,323.0,32,Less Frequent
13919,58,2,58.0,3,2,3,323.0,32,Less Frequent
13922,351,1,351.0,1,1,5,115.0,11,Lapsed Customers
13923,53,1,53.0,3,1,3,313.0,31,Less Frequent
13924,1,6,1.0,5,5,1,551.0,55,Top Customers
13925,92,4,92.0,2,4,4,244.0,24,At Risk
13926,22,1,22.0,4,1,2,412.0,41,New Customers
13927,74,1,74.0,2,1,4,214.0,21,Lapsed Customers
13928,10,4,10.0,5,4,1,541.0,54,Top Customers
13929,168,2,168.0,2,2,4,224.0,22,Lapsed Customers
13930,57,2,57.0,3,2,3,323.0,32,Less Frequent
13931,95,2,95.0,2,2,4,224.0,22,Lapsed Customers
13932,294,1,294.0,1,1,5,115.0,11,Lapsed Customers
13933,108,2,108.0,2,2,4,224.0,22,Lapsed Customers
13934,263,1,263.0,1,1,5,115.0,11,Lapsed Customers
13936,179,1,179.0,1,1,5,115.0,11,Lapsed Customers
13937,168,1,168.0,2,1,4,214.0,21,Lapsed Customers
13938,34,1,34.0,3,1,3,313.0,31,Less Frequent
13939,22,3,22.0,4,3,2,432.0,43,Potential Loyalists
13940,16,4,16.0,4,4,2,442.0,44,Loyal Customers
13941,21,5,21.0,4,4,2,442.0,44,Loyal Customers
13946,78,3,78.0,2,3,4,234.0,23,At Risk
13947,64,1,64.0,3,1,3,313.0,31,Less Frequent
13948,360,1,360.0,1,1,5,115.0,11,Lapsed Customers
13949,2,6,2.0,5,5,1,551.0,55,Top Customers
13950,10,4,10.0,5,4,1,541.0,54,Top Customers
13951,175,3,175.0,2,3,4,234.0,23,At Risk
13952,217,2,217.0,1,2,5,125.0,12,Lapsed Customers
13953,6,7,6.0,5,5,1,551.0,55,Top Customers
13954,1,2,1.0,5,3,1,531.0,53,Potential Loyalists
13955,153,2,153.0,2,3,4,234.0,23,At Risk
13956,4,5,4.0,5,4,1,541.0,54,Top Customers
13959,78,3,78.0,2,3,4,234.0,23,At Risk
13960,20,2,20.0,4,3,2,432.0,43,Potential Loyalists
13962,21,2,21.0,4,3,2,432.0,43,Potential Loyalists
13963,307,4,307.0,1,4,5,145.0,14,At Risk
13967,145,1,145.0,2,1,4,214.0,21,Lapsed Customers
13969,6,18,6.0,5,5,1,551.0,55,Top Customers
13971,18,8,18.0,4,5,2,452.0,45,Loyal Customers
13972,70,2,70.0,3,3,3,333.0,33,Need Attention
13973,286,1,286.0,1,1,5,115.0,11,Lapsed Customers
13974,48,1,48.0,3,1,3,313.0,31,Less Frequent
13975,30,6,30.0,4,5,2,452.0,45,Loyal Customers
13976,206,1,206.0,1,1,5,115.0,11,Lapsed Customers
13978,14,2,14.0,4,3,2,432.0,43,Potential Loyalists
13979,72,1,72.0,2,1,4,214.0,21,Lapsed Customers
13980,59,1,59.0,3,1,3,313.0,31,Less Frequent
13982,38,4,38.0,3,4,3,343.0,34,Loyal Customers
13983,29,12,29.0,4,5,2,452.0,45,Loyal Customers
13984,26,5,26.0,4,4,2,442.0,44,Loyal Customers
13985,3,15,3.0,5,5,1,551.0,55,Top Customers
13986,16,1,16.0,4,1,2,412.0,41,New Customers
13988,19,6,19.0,4,5,2,452.0,45,Loyal Customers
13989,65,2,65.0,3,3,3,333.0,33,Need Attention
13990,212,1,212.0,1,1,5,115.0,11,Lapsed Customers
13991,11,6,11.0,5,5,1,551.0,55,Top Customers
13992,29,1,29.0,4,1,2,412.0,41,New Customers
13993,42,9,42.0,3,5,3,353.0,35,Loyal Customers
13994,3,6,3.0,5,5,1,551.0,55,Top Customers
13995,14,5,14.0,4,4,2,442.0,44,Loyal Customers
13999,9,12,9.0,5,5,1,551.0,55,Top Customers
14000,210,1,210.0,1,1,5,115.0,11,Lapsed Customers
14001,45,3,45.0,3,3,3,333.0,33,Need Attention
14002,133,2,133.0,2,3,4,234.0,23,At Risk
14004,42,7,42.0,3,5,3,353.0,35,Loyal Customers
14005,9,5,9.0,5,4,1,541.0,54,Top Customers
14006,115,3,115.0,2,3,4,234.0,23,At Risk
14009,197,2,197.0,1,3,5,135.0,13,At Risk
14012,277,1,277.0,1,1,5,115.0,11,Lapsed Customers
14013,109,3,109.0,2,3,4,234.0,23,At Risk
14014,76,1,76.0,2,1,4,214.0,21,Lapsed Customers
14015,52,1,52.0,3,1,3,313.0,31,Less Frequent
14016,161,4,161.0,2,4,4,244.0,24,At Risk
14019,46,3,46.0,3,3,3,333.0,33,Need Attention
14020,16,2,16.0,4,3,2,432.0,43,Potential Loyalists
14021,154,3,154.0,2,3,4,234.0,23,At Risk
14022,224,1,224.0,1,1,5,115.0,11,Lapsed Customers
14023,6,2,6.0,5,3,1,531.0,53,Potential Loyalists
14024,121,2,121.0,2,3,4,234.0,23,At Risk
14027,60,1,60.0,3,1,3,313.0,31,Less Frequent
14029,62,2,62.0,3,3,3,333.0,33,Need Attention
14030,17,8,17.0,4,5,2,452.0,45,Loyal Customers
14031,6,19,6.0,5,5,1,551.0,55,Top Customers
14032,1,11,1.0,5,5,1,551.0,55,Top Customers
14034,21,3,21.0,4,3,2,432.0,43,Potential Loyalists
14035,28,5,28.0,4,4,2,442.0,44,Loyal Customers
14036,284,1,284.0,1,1,5,115.0,11,Lapsed Customers
14037,175,2,175.0,2,3,4,234.0,23,At Risk
14038,77,3,77.0,2,3,4,234.0,23,At Risk
14039,32,1,32.0,4,1,2,412.0,41,New Customers
14040,40,12,40.0,3,5,3,353.0,35,Loyal Customers
14041,265,1,265.0,1,1,5,115.0,11,Lapsed Customers
14044,26,4,26.0,4,4,2,442.0,44,Loyal Customers
14045,108,4,108.0,2,4,4,244.0,24,At Risk
14046,283,1,283.0,1,1,5,115.0,11,Lapsed Customers
14047,8,5,8.0,5,4,1,541.0,54,Top Customers
14048,304,1,304.0,1,1,5,115.0,11,Lapsed Customers
14049,16,4,16.0,4,4,2,442.0,44,Loyal Customers
14050,31,2,31.0,4,3,2,432.0,43,Potential Loyalists
14051,0,23,0.0,5,5,1,551.0,55,Top Customers
14052,19,1,19.0,4,1,2,412.0,41,New Customers
14053,123,2,123.0,2,3,4,234.0,23,At Risk
14054,64,1,64.0,3,1,3,313.0,31,Less Frequent
14055,105,1,105.0,2,1,4,214.0,21,Lapsed Customers
14056,0,23,0.0,5,5,1,551.0,55,Top Customers
14057,23,17,23.0,4,5,2,452.0,45,Loyal Customers
14059,266,1,266.0,1,1,5,115.0,11,Lapsed Customers
14060,4,19,4.0,5,5,1,551.0,55,Top Customers
14062,9,12,9.0,5,5,1,551.0,55,Top Customers
14064,28,5,28.0,4,4,2,442.0,44,Loyal Customers
14066,266,1,266.0,1,1,5,115.0,11,Lapsed Customers
14067,63,2,63.0,3,3,3,333.0,33,Need Attention
14068,319,1,319.0,1,1,5,115.0,11,Lapsed Customers
14071,3,8,3.0,5,5,1,551.0,55,Top Customers
14073,31,1,31.0,4,1,2,412.0,41,New Customers
14075,4,3,4.0,5,3,1,531.0,53,Potential Loyalists
14076,128,1,128.0,2,1,4,214.0,21,Lapsed Customers
14077,40,5,40.0,3,4,3,343.0,34,Loyal Customers
14078,101,6,101.0,2,5,4,254.0,25,Churned Customers
14079,124,1,124.0,2,1,4,214.0,21,Lapsed Customers
14080,32,1,32.0,4,1,2,412.0,41,New Customers
14081,301,2,301.0,1,3,5,135.0,13,At Risk
14082,364,1,364.0,1,1,5,115.0,11,Lapsed Customers
14083,3,9,3.0,5,5,1,551.0,55,Top Customers
14085,1,18,1.0,5,5,1,551.0,55,Top Customers
14087,2,1,2.0,5,1,1,511.0,51,New Customers
14088,9,13,9.0,5,5,1,551.0,55,Top Customers
14089,56,1,56.0,3,1,3,313.0,31,Less Frequent
14090,324,1,324.0,1,1,5,115.0,11,Lapsed Customers
14092,7,14,7.0,5,5,1,551.0,55,Top Customers
14093,11,1,11.0,5,1,1,511.0,51,New Customers
14096,3,17,3.0,5,5,1,551.0,55,Top Customers
14098,36,1,36.0,3,1,3,313.0,31,Less Frequent
14099,15,11,15.0,4,5,2,452.0,45,Loyal Customers
14100,137,1,137.0,2,1,4,214.0,21,Lapsed Customers
14101,73,6,73.0,2,5,4,254.0,25,Churned Customers
14102,4,5,4.0,5,4,1,541.0,54,Top Customers
14104,154,2,154.0,2,3,4,234.0,23,At Risk
14105,238,1,238.0,1,1,5,115.0,11,Lapsed Customers
14107,51,7,51.0,3,5,3,353.0,35,Loyal Customers
14108,30,2,30.0,4,3,2,432.0,43,Potential Loyalists
14109,72,1,72.0,2,1,4,214.0,21,Lapsed Customers
14110,3,12,3.0,5,5,1,551.0,55,Top Customers
14111,13,4,13.0,4,4,2,442.0,44,Loyal Customers
14112,22,7,22.0,4,5,2,452.0,45,Loyal Customers
14113,3,4,3.0,5,4,1,541.0,54,Top Customers
14114,273,2,273.0,1,3,5,135.0,13,At Risk
14116,19,5,19.0,4,4,2,442.0,44,Loyal Customers
14117,143,1,143.0,2,1,4,214.0,21,Lapsed Customers
14121,3,4,3.0,5,4,1,541.0,54,Top Customers
14124,83,1,83.0,2,1,4,214.0,21,Lapsed Customers
14125,10,3,10.0,5,3,1,531.0,53,Potential Loyalists
14126,7,3,7.0,5,3,1,531.0,53,Potential Loyalists
14127,122,3,122.0,2,3,4,234.0,23,At Risk
14128,60,2,60.0,3,3,3,333.0,33,Need Attention
14129,1,5,1.0,5,4,1,541.0,54,Top Customers
14130,318,1,318.0,1,1,5,115.0,11,Lapsed Customers
14132,1,11,1.0,5,5,1,551.0,55,Top Customers
14133,129,3,129.0,2,3,4,234.0,23,At Risk
14135,1,15,1.0,5,5,1,551.0,55,Top Customers
14138,1,2,1.0,5,3,1,531.0,53,Potential Loyalists
14139,45,1,45.0,3,1,3,313.0,31,Less Frequent
14140,3,2,3.0,5,3,1,531.0,53,Potential Loyalists
14141,2,4,2.0,5,4,1,541.0,54,Top Customers
14142,372,1,372.0,1,1,5,115.0,11,Lapsed Customers
14143,133,1,133.0,2,1,4,214.0,21,Lapsed Customers
14145,46,4,46.0,3,4,3,343.0,34,Loyal Customers
14146,8,5,8.0,5,4,1,541.0,54,Top Customers
14147,77,2,77.0,2,3,4,234.0,23,At Risk
14148,233,1,233.0,1,1,5,115.0,11,Lapsed Customers
14149,220,1,220.0,1,1,5,115.0,11,Lapsed Customers
14150,35,2,35.0,3,3,3,333.0,33,Need Attention
14152,74,2,74.0,2,3,4,234.0,23,At Risk
14154,238,2,238.0,1,3,5,135.0,13,At Risk
14155,265,1,265.0,1,1,5,115.0,11,Lapsed Customers
14156,9,55,9.0,5,5,1,551.0,55,Top Customers
14157,19,2,19.0,4,3,2,432.0,43,Potential Loyalists
14158,39,1,39.0,3,1,3,313.0,31,Less Frequent
14159,19,11,19.0,4,5,2,452.0,45,Loyal Customers
14161,215,3,215.0,1,3,5,135.0,13,At Risk
14162,173,2,173.0,2,3,4,234.0,23,At Risk
14163,86,4,86.0,2,4,4,244.0,24,At Risk
14164,70,2,70.0,3,3,3,333.0,33,Need Attention
14165,275,1,275.0,1,1,5,115.0,11,Lapsed Customers
14167,38,4,38.0,3,4,3,343.0,34,Loyal Customers
14171,97,1,97.0,2,1,4,214.0,21,Lapsed Customers
14173,10,4,10.0,5,4,1,541.0,54,Top Customers
14174,32,1,32.0,4,1,2,412.0,41,New Customers
14175,59,3,59.0,3,3,3,333.0,33,Need Attention
14176,296,4,296.0,1,4,5,145.0,14,At Risk
14177,85,4,85.0,2,4,4,244.0,24,At Risk
14178,8,7,8.0,5,5,1,551.0,55,Top Customers
14179,40,2,40.0,3,3,3,333.0,33,Need Attention
14180,10,25,10.0,5,5,1,551.0,55,Top Customers
14184,66,1,66.0,3,1,3,313.0,31,Less Frequent
14185,330,1,330.0,1,1,5,115.0,11,Lapsed Customers
14188,30,6,30.0,4,5,2,452.0,45,Loyal Customers
14189,1,15,1.0,5,5,1,551.0,55,Top Customers
14191,1,13,1.0,5,5,1,551.0,55,Top Customers
14193,67,2,67.0,3,3,3,333.0,33,Need Attention
14194,4,21,4.0,5,5,1,551.0,55,Top Customers
14195,201,2,201.0,1,3,5,135.0,13,At Risk
14196,106,1,106.0,2,1,4,214.0,21,Lapsed Customers
14198,17,4,17.0,4,4,2,442.0,44,Loyal Customers
14199,217,1,217.0,1,1,5,115.0,11,Lapsed Customers
14201,59,7,59.0,3,5,3,353.0,35,Loyal Customers
14204,1,1,1.0,5,1,1,511.0,51,New Customers
14205,16,2,16.0,4,3,2,432.0,43,Potential Loyalists
14206,238,1,238.0,1,1,5,115.0,11,Lapsed Customers
14208,94,1,94.0,2,1,4,214.0,21,Lapsed Customers
14209,10,6,10.0,5,5,1,551.0,55,Top Customers
14210,105,6,105.0,2,5,4,254.0,25,Churned Customers
14211,52,9,52.0,3,5,3,353.0,35,Loyal Customers
14212,89,1,89.0,2,1,4,214.0,21,Lapsed Customers
14214,30,5,30.0,4,4,2,442.0,44,Loyal Customers
14215,11,6,11.0,5,5,1,551.0,55,Top Customers
14216,2,4,2.0,5,4,1,541.0,54,Top Customers
14217,1,17,1.0,5,5,1,551.0,55,Top Customers
14218,42,1,42.0,3,1,3,313.0,31,Less Frequent
14219,3,1,3.0,5,1,1,511.0,51,New Customers
14220,246,2,246.0,1,3,5,135.0,13,At Risk
14221,41,9,41.0,3,5,3,353.0,35,Loyal Customers
14222,176,1,176.0,2,1,4,214.0,21,Lapsed Customers
14223,91,3,91.0,2,3,4,234.0,23,At Risk
14224,109,4,109.0,2,4,4,244.0,24,At Risk
14226,28,5,28.0,4,4,2,442.0,44,Loyal Customers
14227,25,10,25.0,4,5,2,452.0,45,Loyal Customers
14229,51,3,51.0,3,3,3,333.0,33,Need Attention
14231,183,3,183.0,1,3,5,135.0,13,At Risk
14232,42,5,42.0,3,4,3,343.0,34,Loyal Customers
14233,48,4,48.0,3,4,3,343.0,34,Loyal Customers
14234,21,4,21.0,4,4,2,442.0,44,Loyal Customers
14235,74,5,74.0,2,4,4,244.0,24,At Risk
14236,80,2,80.0,2,3,4,234.0,23,At Risk
14237,372,1,372.0,1,1,5,115.0,11,Lapsed Customers
14238,325,1,325.0,1,1,5,115.0,11,Lapsed Customers
14239,42,11,42.0,3,5,3,353.0,35,Loyal Customers
14240,29,2,29.0,4,3,2,432.0,43,Potential Loyalists
14241,183,1,183.0,1,1,5,115.0,11,Lapsed Customers
14242,234,2,234.0,1,3,5,135.0,13,At Risk
14243,8,10,8.0,5,5,1,551.0,55,Top Customers
14245,219,2,219.0,1,3,5,135.0,13,At Risk
14246,110,3,110.0,2,3,4,234.0,23,At Risk
14247,277,1,277.0,1,1,5,115.0,11,Lapsed Customers
14248,317,1,317.0,1,1,5,115.0,11,Lapsed Customers
14250,6,3,6.0,5,3,1,531.0,53,Potential Loyalists
14251,1,5,1.0,5,4,1,541.0,54,Top Customers
14256,259,2,259.0,1,3,5,135.0,13,At Risk
14257,63,5,63.0,3,4,3,343.0,34,Loyal Customers
14258,8,9,8.0,5,5,1,551.0,55,Top Customers
14259,141,1,141.0,2,1,4,214.0,21,Lapsed Customers
14261,50,2,50.0,3,3,3,333.0,33,Need Attention
14262,7,8,7.0,5,5,1,551.0,55,Top Customers
14264,154,2,154.0,2,3,4,234.0,23,At Risk
14265,108,2,108.0,2,3,4,234.0,23,At Risk
14267,162,3,162.0,2,3,4,234.0,23,At Risk
14270,331,1,331.0,1,1,5,115.0,11,Lapsed Customers
14271,225,1,225.0,1,1,5,115.0,11,Lapsed Customers
14272,73,2,73.0,2,3,4,234.0,23,At Risk
14273,50,4,50.0,3,4,3,343.0,34,Loyal Customers
